"","ID","DOB","SEX","STATUS","NEUTER","ISTART","NSTART","IEND","NEND","HD","ED","CCL","LSA","MCT","OSA","HSA","PYO","UI","MC"
"481","GR227xy",2006-07-22,"Male","1 yr.",2007-08-23,2007-08-13,NA,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","GR196xx",2008-04-01,"Female","1 yr.",2009-05-07,NA,2009-10-19,NA,2009-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","GR197xx",1995-08-01,"Female","1 yr.",1996-09-10,NA,2004-01-07,NA,2004-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","GR198xx",1999-03-22,"Female","1 yr.",2000-05-01,NA,2000-05-04,NA,2000-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","GR199xx",2005-04-25,"Female","1 yr.",2006-06-06,2006-06-05,2006-06-06,2006-06-06,2012-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","GR228xy",1999-02-19,"Male","1 yr.",2000-04-03,NA,2006-08-07,NA,2007-06-12,NA,NA,NA,NA,NA,"38936",NA,NA,NA,NA
"487","GR585xy",2008-07-01,"Male","1 yr.",2009-08-14,NA,2012-08-29,NA,2012-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","GR229xy",2004-12-03,"Male","1 yr.",2006-01-19,NA,2008-06-11,NA,2008-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","GR200xx",2001-08-15,"Female","1 yr.",2002-10-11,2002-10-11,2002-10-11,2002-10-11,2007-09-07,NA,"invalid",NA,NA,NA,NA,"39311",NA,NA,NA
"490","GR230xy",2006-05-01,"Male","1 yr.",2007-06-27,2007-06-26,2007-06-27,2007-06-27,2007-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","GR231xy",2010-03-29,"Male","1 yr.",2011-05-26,2011-05-26,2011-05-26,2011-05-26,2011-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","GR232xy",2001-03-26,"Male","1 yr.",2002-05-28,NA,2003-05-21,NA,2003-05-21,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"493","GR233xy",2009-03-01,"Male","1 yr.",2010-05-03,NA,2010-05-08,NA,2010-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","GR538xx",1995-07-01,"Female","1 yr.",1996-09-01,NA,2000-03-21,NA,2000-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","GR201xx",2002-12-20,"Female","1 yr.",2004-02-25,2004-02-24,2004-02-25,2004-02-25,2004-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","GR202xx",2006-06-22,"Female","1 yr.",2007-08-29,NA,2009-12-16,NA,2009-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","GR234xy",1993-06-29,"Male","1 yr.",1994-09-08,NA,2002-01-22,NA,2002-01-24,NA,NA,NA,NA,"invalid",NA,"invalid",NA,NA,NA
"498","GR235xy",2011-03-08,"Male","1 yr.",2012-05-17,2012-05-16,2012-05-17,2012-05-17,2012-07-16,"invalid","invalid",NA,NA,NA,NA,NA,NA,NA,NA
"499","GR540xx",2003-04-17,"Female","1 yr.",2004-06-30,NA,2012-10-22,NA,2012-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","GR203xx",2000-05-01,"Female","1 yr.",2001-07-17,2001-07-16,2001-07-17,2001-07-17,2005-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","GR236xy",1996-07-31,"Male","1 yr.",1997-10-21,NA,2002-12-18,NA,2003-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","GR204xx",2003-10-21,"Female","1 yr.",2005-01-12,2005-01-11,2005-01-12,2005-01-12,2005-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","GR237xy",1996-09-01,"Male","1 yr.",1997-11-25,NA,2005-05-25,NA,2005-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","GR586xy",1992-12-28,"Male","1 yr.",1994-03-23,NA,2002-07-25,NA,2002-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","GR205xx",2003-01-01,"Female","1 yr.",2004-04-01,NA,2004-05-05,NA,2004-07-04,NA,NA,NA,"38108",NA,NA,NA,NA,NA,NA
"506","GR238xy",2004-09-01,"Male","1 yr.",2005-12-01,NA,2006-02-06,NA,2006-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","GR239xy",2008-07-28,"Male","1 yr.",2009-10-28,NA,2011-02-28,NA,2011-02-28,NA,NA,NA,NA,NA,NA,NA,NA,"40452",NA
"508","GR240xy",2007-02-01,"Male","1 yr.",2008-05-14,2008-05-13,2008-05-14,2008-05-14,2008-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","GR241xy",2003-02-01,"Male","1 yr.",2004-05-19,NA,2009-10-01,NA,2009-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","GR242xy",1999-10-31,"Male","1 yr.",2001-02-27,NA,2005-09-20,NA,2005-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","GR206xx",2000-03-01,"Female","1 yr.",2001-07-17,NA,2001-10-08,NA,2012-02-03,"36982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","GR243xy",2005-04-27,"Male","1 yr.",2006-10-02,NA,2012-03-16,NA,2012-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","GR244xy",2004-05-01,"Male","1 yr.",2005-10-25,NA,2005-12-15,NA,2005-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","GR245xy",2003-09-04,"Male","1 yr.",2005-03-01,NA,2010-08-03,NA,2010-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","GR207xx",2004-07-01,"Female","1 yr.",2005-12-30,NA,2006-05-23,NA,2006-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","GR208xx",1999-12-01,"Female","1 yr.",2001-06-02,2001-01-22,NA,2001-01-22,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","GR587xy",2005-07-01,"Male","1 yr.",2007-01-01,NA,2009-09-05,NA,2009-09-05,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","GR588xy",1998-10-01,"Male","1 yr.",2000-04-03,NA,2010-04-11,NA,2010-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","GR246xy",2007-12-25,"Male","1 yr.",2009-07-03,2009-06-22,NA,2009-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","GR209xx",2001-02-20,"Female","1 yr.",2002-09-01,NA,2005-07-26,NA,2005-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","GR210xx",2004-08-03,"Female","1 yr.",2006-02-16,2005-11-02,NA,2005-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","GR247xy",2001-04-01,"Male","1 yr.",2002-10-16,NA,2009-02-04,NA,2009-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","GR248xy",2002-08-16,"Male","1 yr.",2004-03-04,NA,2005-02-07,NA,2005-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","GR249xy",2004-11-20,"Male","1 yr.",2006-06-20,NA,2011-06-26,NA,2011-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","GR211xx",2005-02-13,"Female","1 yr.",2006-09-14,2006-09-14,2006-09-14,2006-09-14,2006-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","GR250xy",1999-11-03,"Male","1 yr.",2001-06-08,2001-06-07,2001-06-08,2001-06-08,2001-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","GR212xx",2007-07-01,"Female","1 yr.",2009-02-06,NA,2011-02-16,NA,2011-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","GR213xx",1999-01-01,"Female","1 yr.",2000-08-15,NA,2006-02-09,NA,2007-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","GR251xy",2000-02-11,"Male","1 yr.",2001-09-26,NA,2007-04-10,NA,2007-04-10,NA,NA,NA,NA,NA,NA,"39083",NA,NA,NA
"530","GR589xy",1990-01-15,"Male","1 yr.",1991-09-02,NA,2000-09-15,NA,2000-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","GR214xx",1996-06-10,"Female","1 yr.",1998-02-13,NA,2001-06-06,NA,2001-06-14,NA,NA,NA,NA,"37017",NA,NA,NA,NA,NA
"532","GR215xx",1999-12-01,"Female","1 yr.",2001-08-10,2001-08-09,2001-08-10,2001-08-10,2001-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","GR216xx",2002-10-29,"Female","1 yr.",2004-07-09,NA,2008-07-11,NA,2010-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","GR252xy",1999-01-01,"Male","1 yr.",2000-10-17,2000-10-16,2000-10-17,2000-10-17,2005-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","GR217xx",1998-07-01,"Female","1 yr.",2000-04-21,2000-04-20,2000-04-21,2000-04-21,2000-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","GR253xy",2008-02-02,"Male","1 yr.",2009-12-16,2009-11-30,2009-12-16,2009-12-16,2009-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","GR254xy",1994-12-31,"Male","1 yr.",1996-11-22,NA,2002-02-27,NA,2002-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","GR255xy",2000-02-14,"Male","1 yr.",2002-01-17,2002-01-15,2002-01-17,2002-01-17,2010-02-28,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"539","GR218xx",2003-07-24,"Female","2 - 8 yr.",2005-07-23,NA,2007-04-04,NA,2007-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","GR543xx",1997-02-01,"Female","2 - 8 yr.",1999-02-01,NA,2007-01-23,NA,2007-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","GR256xy",2007-05-07,"Male","2 - 8 yr.",2009-05-07,2009-05-06,2009-05-07,2009-05-07,2012-08-13,"39939","39939","40909",NA,NA,NA,NA,NA,NA,NA
"542","GR219xx",2003-07-22,"Female","2 - 8 yr.",2005-07-25,NA,2008-08-13,NA,2008-08-14,"38577",NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","GR257xy",2007-09-24,"Male","2 - 8 yr.",2009-09-28,NA,2012-08-26,NA,2012-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","GR220xx",1993-01-24,"Female","2 - 8 yr.",1995-02-09,NA,2001-06-07,NA,2001-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","GR258xy",2010-03-27,"Male","2 - 8 yr.",2012-04-11,2011-08-17,2012-04-11,2012-04-11,2012-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","GR221xx",1998-01-15,"Female","2 - 8 yr.",2000-02-10,2000-02-09,2000-02-10,2000-02-10,2000-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","GR259xy",2010-03-28,"Male","2 - 8 yr.",2012-04-30,NA,2012-05-28,NA,2012-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","GR260xy",2001-08-21,"Male","2 - 8 yr.",2003-09-26,NA,2007-03-07,NA,2012-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","GR222xx",2006-09-08,"Female","2 - 8 yr.",2008-10-14,2008-02-06,NA,2008-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"550","GR261xy",1999-12-01,"Male","2 - 8 yr.",2002-01-07,2001-04-18,2002-01-07,2002-01-07,2009-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","GR262xy",2002-07-01,"Male","2 - 8 yr.",2004-09-01,2004-08-31,2004-09-01,2004-09-01,2012-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","GR223xx",2000-07-01,"Female","2 - 8 yr.",2002-09-12,NA,2006-02-19,NA,2006-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","GR544xx",1998-11-01,"Female","2 - 8 yr.",2001-02-07,NA,2008-12-10,NA,2008-12-10,NA,NA,NA,NA,"39790",NA,NA,NA,NA,NA
"554","GR263xy",2000-03-28,"Male","2 - 8 yr.",2002-07-23,NA,2003-03-05,NA,2003-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","GR224xx",2003-10-27,"Female","2 - 8 yr.",2006-02-27,2006-02-27,2006-02-27,2006-02-27,2006-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","GR225xx",1996-05-22,"Female","2 - 8 yr.",1998-10-06,NA,2001-08-01,NA,2001-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","GR264xy",2002-07-01,"Male","2 - 8 yr.",2004-11-29,NA,2009-12-08,NA,2010-04-19,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"558","GR226xx",1997-07-14,"Female","2 - 8 yr.",1999-12-28,NA,2006-05-31,NA,2007-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","GR227xx",1998-03-19,"Female","2 - 8 yr.",2000-09-16,NA,2006-09-19,NA,2006-11-22,NA,NA,NA,NA,"38856",NA,NA,NA,NA,NA
"560","GR265xy",2007-02-03,"Male","2 - 8 yr.",2009-08-12,2009-05-19,NA,2009-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","GR266xy",2000-01-20,"Male","2 - 8 yr.",2002-08-01,NA,2003-02-24,NA,2003-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","GR545xx",1996-09-01,"Female","2 - 8 yr.",1999-03-17,NA,2006-09-22,NA,2006-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","GR267xy",1998-10-05,"Male","2 - 8 yr.",2001-04-23,NA,2005-06-20,NA,2005-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","GR228xx",1993-03-15,"Female","2 - 8 yr.",1995-10-07,NA,2000-04-27,NA,2000-04-27,"36643",NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","GR229xx",2001-09-01,"Female","2 - 8 yr.",2004-03-30,NA,2010-01-06,NA,2010-01-07,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"566","GR268xy",1999-04-06,"Male","2 - 8 yr.",2001-11-06,NA,2002-11-07,NA,2002-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","GR230xx",1999-03-01,"Female","2 - 8 yr.",2001-10-03,2000-10-02,NA,2000-11-29,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","GR269xy",2000-07-21,"Male","2 - 8 yr.",2003-03-05,NA,2005-05-17,NA,2007-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","GR231xx",2002-04-09,"Female","2 - 8 yr.",2004-11-23,NA,2011-03-15,NA,2011-03-23,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"570","GR591xy",1992-04-18,"Male","2 - 8 yr.",1994-12-09,NA,2002-11-06,NA,2003-01-20,NA,NA,NA,NA,NA,NA,"37547",NA,NA,NA
"571","GR270xy",1998-07-01,"Male","2 - 8 yr.",2001-03-21,2001-02-25,2001-03-21,2001-03-21,2001-04-03,"36950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","GR271xy",1997-07-01,"Male","2 - 8 yr.",2000-03-23,2000-03-21,2000-03-23,2000-03-23,2000-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","GR232xx",2004-09-29,"Female","2 - 8 yr.",2007-06-26,NA,2009-04-17,NA,2009-04-17,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"574","GR233xx",2002-11-02,"Female","2 - 8 yr.",2005-08-08,2004-06-29,2005-08-08,2005-08-08,2011-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","GR234xx",2002-07-01,"Female","2 - 8 yr.",2005-04-26,2005-04-25,2005-04-26,2005-04-26,2005-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","GR272xy",2008-07-25,"Male","2 - 8 yr.",2011-06-27,NA,2011-07-25,NA,2011-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","GR273xy",2008-07-01,"Male","2 - 8 yr.",2011-06-07,NA,2012-06-07,NA,2012-09-04,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"578","GR235xx",2001-06-28,"Female","2 - 8 yr.",2004-06-23,NA,2005-08-06,NA,2012-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40100"
"579","GR236xx",1999-11-02,"Female","2 - 8 yr.",2002-11-01,NA,2006-02-10,NA,2006-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","GR237xx",2000-04-02,"Female","2 - 8 yr.",2003-04-02,NA,2008-08-05,NA,2012-03-14,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"581","GR238xx",2004-07-03,"Female","2 - 8 yr.",2007-07-03,NA,2012-07-05,NA,2012-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","GR239xx",1996-07-01,"Female","2 - 8 yr.",1999-07-01,NA,2003-07-25,NA,2005-08-09,NA,NA,NA,NA,"37827",NA,NA,NA,NA,NA
"583","GR240xx",1997-07-01,"Female","2 - 8 yr.",2000-07-21,2000-07-19,2000-07-21,2000-07-21,2000-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","GR274xy",2006-08-18,"Male","2 - 8 yr.",2009-09-14,NA,2009-11-04,NA,2009-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","GR547xx",2001-05-07,"Female","2 - 8 yr.",2004-06-04,NA,2010-05-14,NA,2010-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","GR241xx",2006-05-09,"Female","2 - 8 yr.",2009-07-07,NA,2009-11-10,NA,2009-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","GR275xy",1998-11-23,"Male","2 - 8 yr.",2002-01-23,2000-08-15,2002-01-23,2002-01-23,2006-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","GR276xy",2003-07-01,"Male","2 - 8 yr.",2006-09-01,2004-11-04,2006-09-01,2006-09-01,2008-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","GR242xx",1998-05-01,"Female","2 - 8 yr.",2001-07-11,2001-07-09,2001-07-11,2001-07-11,2001-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","GR592xy",1991-01-01,"Male","2 - 8 yr.",1994-03-21,NA,2002-03-07,NA,2002-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","GR243xx",1993-03-31,"Female","2 - 8 yr.",1996-06-29,NA,2001-05-14,NA,2001-05-14,"37000",NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"592","GR277xy",2005-11-01,"Male","2 - 8 yr.",2009-02-01,NA,2009-03-07,NA,2009-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","GR278xy",1994-07-01,"Male","2 - 8 yr.",1997-10-03,NA,2000-06-29,NA,2000-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","GR279xy",2003-11-18,"Male","2 - 8 yr.",2007-03-20,NA,2012-02-28,NA,2012-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","GR244xx",2001-04-06,"Female","2 - 8 yr.",2004-08-10,2002-10-14,NA,2002-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","GR280xy",1998-04-01,"Male","2 - 8 yr.",2001-08-27,2001-08-22,NA,2001-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","GR281xy",2005-01-15,"Male","2 - 8 yr.",2008-07-22,2008-07-22,2008-07-22,2008-07-22,2008-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","GR282xy",1997-07-01,"Male","2 - 8 yr.",2001-01-19,2001-01-18,2001-01-19,2001-01-19,2001-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","GR245xx",2001-05-29,"Female","2 - 8 yr.",2005-01-18,NA,2005-03-24,NA,2005-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","GR246xx",2008-07-01,"Female","2 - 8 yr.",2012-03-21,2012-03-01,2012-03-21,2012-03-21,2012-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","GR283xy",2004-07-29,"Male","2 - 8 yr.",2008-04-23,2008-04-22,2008-04-23,2008-04-23,2008-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","GR247xx",1995-09-01,"Female","2 - 8 yr.",1999-05-31,NA,2003-03-25,NA,2003-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","GR248xx",2001-04-16,"Female","2 - 8 yr.",2005-02-03,2004-04-21,NA,2004-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","GR284xy",1996-07-18,"Male","2 - 8 yr.",2000-05-15,NA,2002-07-09,NA,2002-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","GR249xx",2003-07-01,"Female","2 - 8 yr.",2007-05-11,2007-05-10,2007-05-11,2007-05-11,2007-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","GR285xy",1993-05-01,"Male","2 - 8 yr.",1997-03-11,NA,2002-03-11,NA,2003-04-14,"36780",NA,"36780",NA,"37327",NA,NA,NA,NA,NA
"607","GR286xy",1998-02-05,"Male","2 - 8 yr.",2002-01-04,NA,2002-04-01,NA,2002-04-01,"37530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","GR250xx",2001-01-14,"Female","2 - 8 yr.",2005-01-04,2005-01-03,2005-01-04,2005-01-04,2005-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","GR287xy",2004-10-18,"Male","2 - 8 yr.",2008-10-18,NA,2011-11-07,NA,2012-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","GR251xx",2000-06-21,"Female","2 - 8 yr.",2004-06-22,NA,2005-09-08,NA,2008-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","GR288xy",2004-10-11,"Male","2 - 8 yr.",2008-11-07,NA,2009-09-09,NA,2009-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","GR252xx",2004-04-07,"Female","2 - 8 yr.",2008-05-05,2008-04-01,NA,2008-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","GR548xx",1997-10-05,"Female","2 - 8 yr.",2001-11-09,NA,2008-08-21,NA,2008-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","GR289xy",1997-06-09,"Male","2 - 8 yr.",2001-08-01,NA,2001-08-07,NA,2001-09-26,"37073",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","GR253xx",1996-07-01,"Female","2 - 8 yr.",2000-09-14,2000-09-13,2000-09-14,2000-09-14,2000-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","GR254xx",2000-02-05,"Female","2 - 8 yr.",2004-05-01,2001-06-27,2004-05-01,2004-05-01,2009-11-09,NA,"37012",NA,NA,NA,NA,NA,NA,NA,NA
"617","GR255xx",2003-06-12,"Female","2 - 8 yr.",2007-09-18,2007-09-18,2007-09-18,2007-09-18,2007-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","GR290xy",2003-08-12,"Male","2 - 8 yr.",2007-11-30,2005-08-12,2007-11-30,2007-11-30,2010-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","GR256xx",2008-01-01,"Female","2 - 8 yr.",2012-05-26,NA,2012-07-26,NA,2012-07-26,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","GR291xy",2007-03-01,"Male","2 - 8 yr.",2011-08-04,2011-08-03,2011-08-04,2011-08-04,2011-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","GR257xx",2004-07-06,"Female","2 - 8 yr.",2008-12-29,2006-07-26,NA,2006-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","GR593xy",1997-02-10,"Male","2 - 8 yr.",2001-08-10,NA,2006-12-11,NA,2006-12-11,NA,NA,NA,"39041",NA,NA,NA,NA,NA,NA
"623","GR292xy",2001-01-25,"Male","2 - 8 yr.",2005-07-26,2003-08-29,NA,2005-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","GR258xx",2007-10-17,"Female","2 - 8 yr.",2012-04-27,2012-04-18,2012-04-27,2012-04-27,2012-11-30,NA,NA,NA,"40978",NA,NA,NA,NA,NA,NA
"625","GR259xx",1994-10-17,"Female","2 - 8 yr.",1999-04-29,NA,2001-11-06,NA,2002-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","GR293xy",1995-12-01,"Male","2 - 8 yr.",2000-06-16,NA,2001-02-21,NA,2001-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","GR594xy",1994-07-01,"Male","2 - 8 yr.",1999-01-28,NA,2003-07-24,NA,2003-07-24,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"628","GR294xy",2001-09-15,"Male","2 - 8 yr.",2006-05-04,NA,2007-07-06,NA,2007-07-06,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","GR260xx",2007-07-01,"Female","2 - 8 yr.",2012-03-05,2012-02-03,2012-03-05,2012-03-05,2012-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","GR295xy",2007-02-09,"Male","2 - 8 yr.",2011-10-20,2011-10-20,2011-10-20,2011-10-20,2011-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","GR261xx",1998-07-01,"Female","2 - 8 yr.",2003-03-13,2003-03-13,2003-03-13,2003-03-13,2003-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","GR262xx",2003-06-01,"Female","2 - 8 yr.",2008-05-01,2004-07-10,2008-05-01,2008-05-01,2008-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","GR263xx",2003-07-22,"Female","2 - 8 yr.",2008-07-02,NA,2008-08-27,NA,2008-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39657"
"634","GR264xx",1995-07-01,"Female","2 - 8 yr.",2000-06-12,2000-06-12,2000-06-12,2000-06-12,2000-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","GR265xx",2000-10-01,"Female","2 - 8 yr.",2005-09-30,NA,2006-05-18,NA,2006-06-08,NA,NA,NA,NA,"39528",NA,NA,NA,NA,NA
"636","GR266xx",2001-12-30,"Female","2 - 8 yr.",2006-12-29,NA,2009-08-19,NA,2010-07-29,NA,NA,"40044","invalid",NA,NA,"40151",NA,NA,NA
"637","GR267xx",2003-07-01,"Female","2 - 8 yr.",2008-06-29,NA,2011-04-28,NA,2011-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40603"
